index,Unnamed: 0,scale,paper size,drawing title,building number,building name,name,area_air,perimeter,area_total,area_wall,volume_air,volume_wall,surface_area_wall,surface_area_roof,building_num_from_path
136,5638,0.01,A1,A Floor,MC200,LICA,LICA MC200_0,2155.1,0,0,0,0,0,0,0,MC200
137,5687,0.01,A1,B Floor,MC200,LICA,LICA MC200_1,966.8,0,0,0,0,0,0,0,MC200
138,5725,0.01,A1,C Floor,MC200,LICA,LICA MC200_2,1724.2,0,0,0,0,0,0,0,MC200
139,5766,0.01,A1,A Floor,MC211,Life Sciences & Environment Laboratories,Life Sciences and Environment Laboratories MC211_0,164.9,0,0,0,0,0,0,0,MC211
140,5775,0.01,A1,B Floor,MC211,Life Sciences & Environment Laboratories,Life Sciences and Environment Laboratories MC211_1,495.5,0,0,0,0,0,0,0,MC211
141,5780,0.01,A2,A Floor,AP080,Lonsdale House,Lonsdale House AP080_0,590.2,0,0,0,0,0,0,0,AP080
142,5798,0.01,A2,B Floor,AP080,Lonsdale House,Lonsdale House AP080_1,371.3,0,0,0,0,0,0,0,AP080
143,5808,0.005,A1,"

A Floor","

MC075",Management School,Management School MC075_0,5549.5,0,0,0,0,0,0,0,MC075
144,5957,0.005,A1,"

B Floor","

MC075",Management School,Management School MC075_1,3162.95,0,0,0,0,0,0,0,MC075
145,6121,0.005,A1,"

C Floor","

MC075",Management School,Management School MC075_2,2638.9,0,0,0,0,0,0,0,MC075
146,6287,0.01,A3,A Floor,MC013,Music Building,Music Building MC013_0,249.44,0,0,0,0,0,0,0,MC013
147,6303,0.01,A3,B Floor,MC013,Music Building,Music Building MC013_1,177.9,0,0,0,0,0,0,0,MC013
148,6312,0.005,A1,"

A Floor",MC083,Pendle College,Pendle College MC083_0,236.5,0,0,0,0,0,0,0,MC083
149,6314,-1,"

A1",A Floor,"

MC045",Physics,Physics MC045_0,1166.2,0,0,0,0,0,0,0,MC045
150,6360,-1,"

A1",B Floor,"

MC045",Physics,Physics MC045_1,786.2,0,0,0,0,0,0,0,MC045
151,6390,-1,"

A1",C Floor,"

MC045",Physics,Physics MC045_2,499.4,0,0,0,0,0,0,0,MC045
152,6423,-1,"

A1",D Floor,"

MC045",Physics,Physics MC045_3,3.4,0,0,0,0,0,0,0,MC045
153,6424,0.01,A1,A Floor,MC067,Pre-School Centre,Pre-School Centre MC067_0,535.6,0,0,0,0,0,0,0,MC067
154,6450,0.01,A1,A Floor,MC171,PSC,PSC MC171_0,417.3,0,0,0,0,0,0,0,MC171
155,6456,0.01,A1,B Floor,MC171,PSC,PSC MC171_1,358.4,0,0,0,0,0,0,0,MC171
156,6470,0.01,A1,C Floor,MC171,PSC,PSC MC171_2,173,0,0,0,0,0,0,0,MC171
157,6472,-1,A3,A Floor,MC011,The Roundhouse,Roundhouse MC011 @ A3_0,283.4,0,0,0,0,0,0,0,A3
158,6487,-1,A3,B Floor,MC011,The Roundhouse,Roundhouse MC011 @ A3_1,384,0,0,0,0,0,0,0,A3
159,6498,-1,A3,LG Floor,MC066,Ruskin Library,Ruskin Library MC066_0,44.6,0,0,0,0,0,0,0,MC066
160,6502,-1,A3,A Floor,MC066,Ruskin Library,Ruskin Library MC066_1,120.6,0,0,0,0,0,0,0,MC066
161,6508,-1,A3,B Floor,MC066,Ruskin Library,Ruskin Library MC066_2,65.7,0,0,0,0,0,0,0,MC066
162,6511,0.005,A1,A Floor,MC076,Science & Technology,Science and Technology MC076_0,3985.17,0,0,0,0,0,0,0,MC076
163,6579,0.005,A1,B Floor,MC076,Science & Technology,Science and Technology MC076_1,2251.98,0,0,0,0,0,0,0,MC076
164,6641,0.005,A3,C Floor,MC076,Science & Technology,Science and Technology MC076_2,1001.4,0,0,0,0,0,0,0,MC076
165,6682,0.02,A1,"

A Floor",MC050,Security Lodge,Security Lodge MC050_0,263.8,0,0,0,0,0,0,0,MC050
166,6700,0.02,A1,"

B Floor",MC050,Security Lodge,Security Lodge MC050_1,179.5,0,0,0,0,0,0,0,MC050
167,6712,0.01,A3,LG Floor,MC063,Slaidburn House,Slaidburn House MC063_0,394.1,0,0,0,0,0,0,0,MC063
168,6735,0.01,A1,A Floor,MC063,Slaidburn House,Slaidburn House MC063_1,631.1,0,0,0,0,0,0,0,MC063
169,6740,0.01,A3,B Floor,MC063,Slaidburn House,Slaidburn House MC063_2,300.2,0,0,0,0,0,0,0,MC063
170,6763,0.01,A3,C Floor,MC063,Slaidburn House,Slaidburn House MC063_3,315,0,0,0,0,0,0,0,MC063
171,6786,0.01,A3,D Floor,MC063,Slaidburn House,Slaidburn House MC063_4,315,0,0,0,0,0,0,0,MC063
172,6809,0.01,A3,E Floor,MC063,Slaidburn House,Slaidburn House MC063_5,315,0,0,0,0,0,0,0,MC063
173,6832,0.01,A1,LG Floor,MC204,Sports Centre,Sports Centre MC204_0,376.4,0,0,0,0,0,0,0,MC204
174,6837,0.01,A1,A Floor,MC051,University House,University House MC051_0,890.4,0,0,0,0,0,0,0,MC051
175,6876,0.01,A1,B Floor,MC051,University House,University House MC051_1,71.5,0,0,0,0,0,0,0,MC051
176,6884,0.01,A1,C Floor,MC051,University House,University House MC051_2,266.9,0,0,0,0,0,0,0,MC051
177,6903,NTS,A3,D Floor,MC051,University House,University House MC051_3,400.7,0,0,0,0,0,0,0,MC051
178,6928,0.01,A1,A Floor,MC047,Welcome Centre,Welcome Centre MC047_0,1065,213.9335484,1289.317613,224.3176132,2822.25,981.2369588,631.1039677,1289.317613,MC047
179,6949,0.01,A3,A Floor,MC077,Whewell Building,Whewell Building MC077_0,398.6,0,0,0,0,0,0,0,MC077
180,6972,0.01,A3,B Floor,MC077,Whewell Building,Whewell Building MC077_1,307,0,0,0,0,0,0,0,MC077
